symbol,side,entry_bar,entry_price,exit_bar,exit_price,quantity,stop_loss,atr,rs_slope,volatility_rank,pnl_pct,pnl_usd,exit_reason,pyramid_added,candles_held,entry_balance,exit_balance
LUNC/USDT:USDT,short,736,6.510504e-05,740,6.566688672760149e-05,28407.361643627675,6.563406969275512e-05,2.645148463775643e-07,-5.717304374573345e-05,0.0,-0.21877213884240304,-0.08092216969589158,stop_loss,False,5,0.3698924832205691,0.2889703135246775
LUNC/USDT:USDT,short,748,6.451444999999999e-05,3281,6.448216051777499e-05,33593.67322258938,6.444993554999998e-05,3.054459483790268e-07,0.0006535290967865937,0.0,0.014271002250002562,0.004123895994494618,stop_loss,True,2534,0.2889703135246775,0.29309420951917214
AERO/USDT:USDT,short,598,0.5335329999999999,3307,0.5332659667334999,87.31132913553868,0.5329994669999999,0.003975068130718164,-9.910485933500773e-05,0.0,0.014271002250001153,0.08863905090465482,stop_loss,True,2710,6.211130049022847,0.38173326042382694
CHZ/USDT:USDT,short,3341,0.040220179999999994,3351,0.04079707370460107,47.45543908851564,0.04077668536192011,0.0002782526809600583,8.023793221498862e-05,0.0,-0.3616277658663052,-0.138045346123929,stop_loss,False,11,0.38173326042382694,0.24368791429989795
VVV/USDT:USDT,short,3361,2.5665639999999996,3366,2.614322367556822,0.47473570559685635,2.6130158596270086,0.023225929813504433,0.0002553170393138791,0.0,-0.46825333637627103,-0.11410767890550202,stop_loss,False,6,0.24368791429989795,0.12958023539439592
SPX/USDT:USDT,short,753,0.6033027,3457,0.6030007469986499,3.5923548020505818,0.6026993973,0.0073674738162459955,0.00043967408773919756,0.0,0.014271002250003276,0.004123895994494825,stop_loss,True,2705,0.2889703135246775,0.13370413138889076
IP/USDT:USDT,short,598,6.122115999999999,12744,6.119051880941998,7.609048140817874,6.115993883999999,0.05924397113836529,0.0003567269299024187,0.0,0.01427100225000594,0.08863905090468455,stop_loss,True,12147,6.211130049022847,0.2223431822935753
ICP/USDT:USDT,long,12769,5.563431,12778,5.5173172351813085,0.1998255952968369,5.5200772738182176,0.021676863090891136,0.00018905307694734745,0.0,-0.21019332713442873,-0.046735053251943395,stop_loss,False,10,0.2223431822935753,0.17560812904163192
FARTCOIN/USDT:USDT,long,12777,1.0843146,12778,1.0669027516275154,1.025270628531495,1.0674364698624466,0.00843906506877665,-7.973102397588101e-05,0.0,-0.4044000860700357,-0.0899156020566075,stop_loss,False,2,0.2223431822935753,0.08569252698502443
RED/USDT:USDT,short,597,0.6257250999999999,16221,0.6254119245874499,74.44718993639756,0.6250993748999999,0.0056920539400296365,0.0005479723587349789,0.0,0.014271002250002914,0.08863905090466576,stop_loss,True,15625,6.211130049022847,0.17433157788969017
