bar,equity_usd
1202,0.28897
1203,0.28897
1204,0.28897
1205,0.28897
1206,0.28897
1207,0.28897
1208,0.28897
1209,0.28897
1210,0.28897
1211,0.28897
1212,0.28897
1213,0.28897
1214,0.28897
1215,0.28897
1216,0.28897
1217,0.28897
1218,0.28897
1219,0.28897
1220,0.28897
1221,0.28897
1222,0.28897
1223,0.28897
1224,0.28897
1225,0.28897
1226,0.28897
1227,0.28897
1228,0.28897
1229,0.28897
1230,0.28897
1231,0.28897
1232,0.28897
1233,0.28897
1234,0.28897
1235,0.28897
1236,0.28897
1237,0.28897
1238,0.28897
1239,0.28897
1240,0.28897
1241,0.28897
1242,0.28897
1243,0.28897
1244,0.28897
1245,0.28897
1246,0.28897
1247,0.28897
1248,0.28897
1249,0.28897
1250,0.28897
1251,0.28897
1252,0.28897
1253,0.28897
1254,0.28897
1255,0.28897
1256,0.28897
1257,0.28897
1258,0.28897
1259,0.28897
1260,0.28897
1261,0.28897
1262,0.28897
1263,0.28897
1264,0.28897
1265,0.28897
1266,0.28897
1267,0.28897
1268,0.28897
1269,0.28897
1270,0.28897
1271,0.28897
1272,0.28897
1273,0.28897
1274,0.28897
1275,0.28897
1276,0.28897
1277,0.28897
1278,0.28897
1279,0.28897
1280,0.28897
1281,0.28897
1282,0.28897
1283,0.28897
1284,0.28897
1285,0.28897
1286,0.28897
1287,0.28897
1288,0.28897
1289,0.28897
1290,0.28897
1291,0.28897
1292,0.28897
1293,0.28897
1294,0.28897
1295,0.28897
1296,0.28897
1297,0.28897
1298,0.28897
1299,0.28897
1300,0.28897
1301,0.28897
1302,0.28897
1303,0.28897
1304,0.28897
1305,0.28897
1306,0.28897
1307,0.28897
1308,0.28897
1309,0.28897
1310,0.28897
1311,0.28897
1312,0.28897
1313,0.28897
1314,0.28897
1315,0.28897
1316,0.28897
1317,0.28897
1318,0.28897
1319,0.28897
1320,0.28897
1321,0.28897
1322,0.28897
1323,0.28897
1324,0.28897
1325,0.28897
1326,0.28897
1327,0.28897
1328,0.28897
1329,0.28897
1330,0.28897
1331,0.28897
1332,0.28897
1333,0.28897
1334,0.28897
1335,0.28897
1336,0.28897
1337,0.28897
1338,0.28897
1339,0.28897
1340,0.28897
1341,0.28897
1342,0.28897
1343,0.28897
1344,0.28897
1345,0.28897
1346,0.28897
1347,0.28897
1348,0.28897
1349,0.28897
1350,0.28897
1351,0.28897
1352,0.28897
1353,0.28897
1354,0.28897
1355,0.28897
1356,0.28897
1357,0.28897
1358,0.28897
1359,0.28897
1360,0.28897
1361,0.28897
1362,0.28897
1363,0.28897
1364,0.28897
1365,0.28897
1366,0.28897
1367,0.28897
1368,0.28897
1369,0.28897
1370,0.28897
1371,0.28897
1372,0.28897
1373,0.28897
1374,0.28897
1375,0.28897
1376,0.28897
1377,0.28897
1378,0.28897
1379,0.28897
1380,0.28897
1381,0.28897
1382,0.28897
1383,0.28897
1384,0.28897
1385,0.28897
1386,0.28897
1387,0.28897
1388,0.28897
1389,0.28897
1390,0.28897
1391,0.28897
1392,0.28897
1393,0.28897
1394,0.28897
1395,0.28897
1396,0.28897
1397,0.28897
1398,0.28897
1399,0.28897
1400,0.28897
1401,0.28897
1402,0.28897
1403,0.28897
1404,0.28897
1405,0.28897
1406,0.28897
1407,0.28897
1408,0.28897
1409,0.28897
1410,0.28897
1411,0.28897
1412,0.28897
1413,0.28897
1414,0.28897
1415,0.28897
1416,0.28897
1417,0.28897
1418,0.28897
1419,0.28897
1420,0.28897
1421,0.28897
1422,0.28897
1423,0.28897
1424,0.28897
1425,0.28897
1426,0.28897
1427,0.28897
1428,0.28897
1429,0.28897
1430,0.28897
1431,0.28897
1432,0.28897
1433,0.28897
1434,0.28897
1435,0.28897
1436,0.28897
1437,0.28897
1438,0.28897
1439,0.28897
1440,0.28897
1441,0.28897
1442,0.28897
1443,0.28897
1444,0.28897
1445,0.28897
1446,0.28897
1447,0.28897
1448,0.28897
1449,0.28897
1450,0.28897
1451,0.28897
1452,0.28897
1453,0.28897
1454,0.28897
1455,0.28897
1456,0.28897
1457,0.28897
1458,0.28897
1459,0.28897
1460,0.28897
1461,0.28897
1462,0.28897
1463,0.28897
1464,0.28897
1465,0.28897
1466,0.28897
1467,0.28897
1468,0.28897
1469,0.28897
1470,0.28897
1471,0.28897
1472,0.28897
1473,0.28897
1474,0.28897
1475,0.28897
1476,0.28897
1477,0.28897
1478,0.28897
1479,0.28897
1480,0.28897
1481,0.28897
1482,0.28897
1483,0.28897
1484,0.28897
1485,0.28897
1486,0.28897
1487,0.28897
1488,0.28897
1489,0.28897
1490,0.28897
1491,0.28897
1492,0.28897
1493,0.28897
1494,0.28897
1495,0.28897
1496,0.28897
1497,0.28897
1498,0.28897
1499,0.28897
1500,0.28897
1501,0.28897
1502,0.28897
1503,0.28897
1504,0.28897
1505,0.28897
1506,0.28897
1507,0.28897
1508,0.28897
1509,0.28897
1510,0.28897
1511,0.28897
1512,0.28897
1513,0.28897
1514,0.28897
1515,0.28897
1516,0.28897
1517,0.28897
1518,0.28897
1519,0.28897
1520,0.28897
1521,0.28897
1522,0.28897
1523,0.28897
1524,0.28897
1525,0.28897
1526,0.28897
1527,0.28897
1528,0.28897
1529,0.28897
1530,0.28897
1531,0.28897
1532,0.28897
1533,0.28897
1534,0.28897
1535,0.28897
1536,0.28897
1537,0.28897
1538,0.28897
1539,0.28897
1540,0.28897
1541,0.28897
1542,0.28897
1543,0.28897
1544,0.28897
1545,0.28897
1546,0.28897
1547,0.28897
1548,0.28897
1549,0.28897
1550,0.28897
1551,0.28897
1552,0.28897
1553,0.28897
1554,0.28897
1555,0.28897
1556,0.28897
1557,0.28897
1558,0.28897
1559,0.28897
1560,0.28897
1561,0.28897
1562,0.28897
1563,0.28897
1564,0.28897
1565,0.28897
1566,0.28897
1567,0.28897
1568,0.28897
1569,0.28897
1570,0.28897
1571,0.28897
1572,0.28897
1573,0.28897
1574,0.28897
1575,0.28897
1576,0.28897
1577,0.28897
1578,0.28897
1579,0.28897
1580,0.28897
1581,0.28897
1582,0.28897
1583,0.28897
1584,0.28897
1585,0.28897
1586,0.28897
1587,0.28897
1588,0.28897
1589,0.28897
1590,0.28897
1591,0.28897
1592,0.28897
1593,0.28897
1594,0.28897
1595,0.28897
1596,0.28897
1597,0.28897
1598,0.28897
1599,0.28897
1600,0.28897
1601,0.28897
1602,0.28897
1603,0.28897
1604,0.28897
1605,0.28897
1606,0.28897
1607,0.28897
1608,0.28897
1609,0.28897
1610,0.28897
1611,0.28897
1612,0.28897
1613,0.28897
1614,0.28897
1615,0.28897
1616,0.28897
1617,0.28897
1618,0.28897
1619,0.28897
1620,0.28897
1621,0.28897
1622,0.28897
1623,0.28897
1624,0.28897
1625,0.28897
1626,0.28897
1627,0.28897
1628,0.28897
1629,0.28897
1630,0.28897
1631,0.28897
1632,0.28897
1633,0.28897
1634,0.28897
1635,0.28897
1636,0.28897
1637,0.28897
1638,0.28897
1639,0.28897
1640,0.28897
1641,0.28897
1642,0.28897
1643,0.28897
1644,0.28897
1645,0.28897
1646,0.28897
1647,0.28897
1648,0.28897
1649,0.28897
1650,0.28897
1651,0.28897
1652,0.28897
1653,0.28897
1654,0.28897
1655,0.28897
1656,0.28897
1657,0.28897
1658,0.28897
1659,0.28897
1660,0.28897
1661,0.28897
1662,0.28897
1663,0.28897
1664,0.28897
1665,0.28897
1666,0.28897
1667,0.28897
1668,0.28897
1669,0.28897
1670,0.28897
1671,0.28897
1672,0.28897
1673,0.28897
1674,0.28897
1675,0.28897
1676,0.28897
1677,0.28897
1678,0.28897
1679,0.28897
1680,0.28897
1681,0.28897
1682,0.28897
1683,0.28897
1684,0.28897
1685,0.28897
1686,0.28897
1687,0.28897
1688,0.28897
1689,0.28897
1690,0.28897
1691,0.28897
1692,0.28897
1693,0.28897
1694,0.28897
1695,0.28897
1696,0.28897
1697,0.28897
1698,0.28897
1699,0.28897
1700,0.28897
1701,0.28897
1702,0.28897
1703,0.28897
1704,0.28897
1705,0.28897
1706,0.28897
1707,0.28897
1708,0.28897
1709,0.28897
1710,0.28897
1711,0.28897
1712,0.28897
1713,0.28897
1714,0.28897
1715,0.28897
1716,0.28897
1717,0.28897
1718,0.28897
1719,0.28897
1720,0.28897
1721,0.28897
1722,0.28897
1723,0.28897
1724,0.28897
1725,0.28897
1726,0.28897
1727,0.28897
1728,0.28897
1729,0.28897
1730,0.28897
1731,0.28897
1732,0.28897
1733,0.28897
1734,0.28897
1735,0.28897
1736,0.28897
1737,0.28897
1738,0.28897
1739,0.28897
1740,0.28897
1741,0.28897
1742,0.28897
1743,0.28897
1744,0.28897
1745,0.28897
1746,0.28897
1747,0.28897
1748,0.28897
1749,0.28897
1750,0.28897
1751,0.28897
1752,0.28897
1753,0.28897
1754,0.28897
1755,0.28897
1756,0.28897
1757,0.28897
1758,0.28897
1759,0.28897
1760,0.28897
1761,0.28897
1762,0.28897
1763,0.28897
1764,0.28897
1765,0.28897
1766,0.28897
1767,0.28897
1768,0.28897
1769,0.28897
1770,0.28897
1771,0.28897
1772,0.28897
1773,0.28897
1774,0.28897
1775,0.28897
1776,0.28897
1777,0.28897
1778,0.28897
1779,0.28897
1780,0.28897
1781,0.28897
1782,0.28897
1783,0.28897
1784,0.28897
1785,0.28897
1786,0.28897
1787,0.28897
1788,0.28897
1789,0.28897
1790,0.28897
1791,0.28897
1792,0.28897
1793,0.28897
1794,0.28897
1795,0.28897
1796,0.28897
1797,0.28897
1798,0.28897
1799,0.28897
1800,0.28897
1801,0.28897
1802,0.28897
1803,0.28897
1804,0.28897
1805,0.28897
1806,0.28897
1807,0.28897
1808,0.28897
1809,0.28897
1810,0.28897
1811,0.28897
1812,0.28897
1813,0.28897
1814,0.28897
1815,0.28897
1816,0.28897
1817,0.28897
1818,0.28897
1819,0.28897
1820,0.28897
1821,0.28897
1822,0.28897
1823,0.28897
1824,0.28897
1825,0.28897
1826,0.28897
1827,0.28897
1828,0.28897
1829,0.28897
1830,0.28897
1831,0.28897
1832,0.28897
1833,0.28897
1834,0.28897
1835,0.28897
1836,0.28897
1837,0.28897
1838,0.28897
1839,0.28897
1840,0.28897
1841,0.28897
1842,0.28897
1843,0.28897
1844,0.28897
1845,0.28897
1846,0.28897
1847,0.28897
1848,0.28897
1849,0.28897
1850,0.28897
1851,0.28897
1852,0.28897
1853,0.28897
1854,0.28897
1855,0.28897
1856,0.28897
1857,0.28897
1858,0.28897
1859,0.28897
1860,0.28897
1861,0.28897
1862,0.28897
1863,0.28897
1864,0.28897
1865,0.28897
1866,0.28897
1867,0.28897
1868,0.28897
1869,0.28897
1870,0.28897
1871,0.28897
1872,0.28897
1873,0.28897
1874,0.28897
1875,0.28897
1876,0.28897
1877,0.28897
1878,0.28897
